,close,strike_price,price,rf,S/K,day_diff,weekNo,date,exdate,impl_volatility,vega
102073,1578.78,1540.0,53.599999999999994,0.02,1.0251818181818182,60.0,17,2013-04-23,2013-06-22,0.13696,228.3299
102459,1578.78,1450.0,154.45,0.02,1.0888137931034483,270.0,17,2013-04-23,2014-01-18,0.17733,457.4506
102461,1578.78,1500.0,117.95,0.02,1.05252,270.0,17,2013-04-23,2014-01-18,0.165392,502.0136
102463,1578.78,1550.0,85.5,0.02,1.018567741935484,270.0,17,2013-04-23,2014-01-18,0.154149,528.4949
102465,1578.78,1600.0,57.75,0.02,0.9867374999999999,270.0,17,2013-04-23,2014-01-18,0.143178,524.7689
102467,1578.78,1650.0,35.95,0.02,0.9568363636363636,270.0,17,2013-04-23,2014-01-18,0.133482,480.8971
102469,1578.78,1700.0,20.4,0.02,0.9286941176470588,270.0,17,2013-04-23,2014-01-18,0.12529400000000002,397.7286
102471,1578.78,1750.0,10.8,0.02,0.90216,270.0,17,2013-04-23,2014-01-18,0.11971099999999998,295.2477
103717,1578.79,1480.0,116.35,0.02,1.0667499999999999,150.0,17,2013-04-24,2013-09-21,0.16497699999999998,332.9246
103721,1578.79,1525.0,82.7,0.02,1.035272131147541,150.0,17,2013-04-24,2013-09-21,0.151518,376.61
103724,1578.79,1540.0,72.45,0.02,1.0251883116883116,150.0,17,2013-04-24,2013-09-21,0.14719100000000002,387.0644
103727,1578.79,1575.0,50.7,0.02,1.002406349206349,150.0,17,2013-04-24,2013-09-21,0.137079,397.5723
103730,1578.79,1630.0,24.4,0.02,0.9685828220858895,150.0,17,2013-04-24,2013-09-21,0.12249700000000001,356.5803
103733,1578.79,1700.0,6.8,0.02,0.9287,150.0,17,2013-04-24,2013-09-21,0.10953199999999999,209.1287
104538,1578.79,1620.0,3.75,0.02,0.9745617283950617,30.0,17,2013-04-24,2013-05-24,0.09791,110.1455
105176,1585.16,1475.0,136.65,0.02,1.074684745762712,240.0,17,2013-04-25,2013-12-21,0.170598,443.4064
105178,1585.16,1525.0,101.0,0.02,1.039449180327869,240.0,17,2013-04-25,2013-12-21,0.158504,485.24800000000005
105180,1585.16,1575.0,69.9,0.02,1.0064507936507936,240.0,17,2013-04-25,2013-12-21,0.14699600000000002,503.5603
105182,1585.16,1585.0,64.25,0.02,1.00010094637224,240.0,17,2013-04-25,2013-12-21,0.14463499999999999,503.1213
105184,1585.16,1595.0,58.95,0.02,0.9938307210031349,240.0,17,2013-04-25,2013-12-21,0.142539,501.0597
105186,1585.16,1625.0,44.45,0.02,0.975483076923077,240.0,17,2013-04-25,2013-12-21,0.136319,484.3006
105188,1585.16,1675.0,25.45,0.02,0.9463641791044777,240.0,17,2013-04-25,2013-12-21,0.12678,419.4776
105190,1585.16,1725.0,13.25,0.02,0.9189333333333334,240.0,17,2013-04-25,2013-12-21,0.119762,320.7043
108408,1593.61,1530.0,73.1,0.02,1.0415751633986927,60.0,18,2013-04-29,2013-06-28,0.145783,203.1871
111656,1582.7,1620.0,5.65,0.02,0.9769753086419753,30.0,18,2013-05-01,2013-05-31,0.10764800000000001,128.7076
114304,1614.42,1475.0,148.55,0.02,1.094522033898305,150.0,18,2013-05-03,2013-09-30,0.17028900000000002,292.7557
114307,1614.42,1530.0,104.6,0.02,1.0551764705882354,150.0,18,2013-05-03,2013-09-30,0.15557200000000002,357.5498
114310,1614.42,1545.0,93.4,0.02,1.0449320388349514,150.0,18,2013-05-03,2013-09-30,0.151354,372.838
114313,1614.42,1600.0,56.3,0.02,1.0090125,150.0,18,2013-05-03,2013-09-30,0.135466,407.2191
114316,1614.42,1675.0,20.700000000000003,0.02,0.9638328358208955,150.0,18,2013-05-03,2013-09-30,0.11669500000000001,348.9458
114319,1614.42,1750.0,5.15,0.02,0.9225257142857143,150.0,18,2013-05-03,2013-09-30,0.106156,182.7506
126654,1658.78,1570.0,90.5,0.02,1.056547770700637,30.0,20,2013-05-15,2013-06-14,0.16082,90.38971
131518,1669.16,1545.0,128.55,0.02,1.0803624595469257,60.0,21,2013-05-21,2013-07-20,0.182721,151.2986
131568,1669.16,1795.0,1.975,0.02,0.9298941504178273,60.0,21,2013-05-21,2013-07-20,0.11957999999999999,78.01921
134353,1650.51,1530.0,121.45,0.02,1.0787647058823528,30.0,21,2013-05-23,2013-06-22,0.195597,68.35361999999999
134403,1650.51,1780.0,0.325,0.02,0.927252808988764,30.0,21,2013-05-23,2013-06-22,0.128179,18.03043
134971,1650.51,1550.0,138.3,0.02,1.0648451612903225,240.0,21,2013-05-23,2014-01-18,0.180207,479.3938
134973,1650.51,1600.0,104.65,0.02,1.03156875,240.0,21,2013-05-23,2014-01-18,0.169777,513.0923
134975,1650.51,1650.0,75.4,0.02,1.0003090909090908,240.0,21,2013-05-23,2014-01-18,0.160073,524.3937
134977,1650.51,1700.0,51.3,0.02,0.9708882352941176,240.0,21,2013-05-23,2014-01-18,0.151343,504.9016
134979,1650.51,1750.0,32.9,0.02,0.9431485714285714,240.0,21,2013-05-23,2014-01-18,0.14413,452.1226
134981,1650.51,1800.0,20.2,0.02,0.91695,240.0,21,2013-05-23,2014-01-18,0.139255,375.1695
136304,1649.6,1530.0,133.35,0.02,1.078169934640523,120.0,21,2013-05-24,2013-09-21,0.178235,283.6067
136309,1649.6,1560.0,109.5,0.02,1.0574358974358973,120.0,21,2013-05-24,2013-09-21,0.169651,316.6042
136314,1649.6,1600.0,80.25,0.02,1.031,120.0,21,2013-05-24,2013-09-21,0.158379,353.2539
136319,1649.6,1640.0,54.65,0.02,1.0058536585365854,120.0,21,2013-05-24,2013-09-21,0.147148,371.3583
136324,1649.6,1670.0,38.5,0.02,0.9877844311377245,120.0,21,2013-05-24,2013-09-21,0.13906,365.0188
136329,1649.6,1695.0,27.65,0.02,0.9732153392330383,120.0,21,2013-05-24,2013-09-21,0.133553,343.531
136334,1649.6,1720.0,19.05,0.02,0.9590697674418605,120.0,21,2013-05-24,2013-09-21,0.12876300000000002,307.7515
136339,1649.6,1745.0,12.7,0.02,0.9453295128939827,120.0,21,2013-05-24,2013-09-21,0.125174,261.8821
136344,1649.6,1780.0,6.85,0.02,0.9267415730337079,120.0,21,2013-05-24,2013-09-21,0.121749,192.0359
139682,1648.36,1515.0,135.25,0.02,1.088026402640264,30.0,22,2013-05-29,2013-06-28,0.22292399999999998,74.33393000000001
145567,1631.38,1525.0,141.45,0.02,1.0697573770491804,210.0,23,2013-06-04,2013-12-31,0.188817,435.0801
145569,1631.38,1575.0,106.65,0.02,1.0357968253968255,210.0,23,2013-06-04,2013-12-31,0.177042,471.1673
145571,1631.38,1625.0,76.05,0.02,1.003926153846154,210.0,23,2013-06-04,2013-12-31,0.165622,486.7401
145573,1631.38,1675.0,50.5,0.02,0.9739582089552239,210.0,23,2013-06-04,2013-12-31,0.15471,471.6239
145575,1631.38,1725.0,31.1,0.02,0.9457275362318841,210.0,23,2013-06-04,2013-12-31,0.145559,420.3788
145577,1631.38,1775.0,17.8,0.02,0.919087323943662,210.0,23,2013-06-04,2013-12-31,0.138543,340.04900000000004
145612,1631.38,1500.0,172.5,0.02,1.0875866666666667,300.0,23,2013-06-04,2014-03-31,0.196719,515.8666
145613,1631.38,1525.0,154.85000000000002,0.02,1.0697573770491804,300.0,23,2013-06-04,2014-03-31,0.191775,535.9875
145614,1631.38,1550.0,137.9,0.02,1.0525032258064517,300.0,23,2013-06-04,2014-03-31,0.186784,553.1479
145615,1631.38,1575.0,122.0,0.02,1.0357968253968255,300.0,23,2013-06-04,2014-03-31,0.182264,566.6345
145616,1631.38,1600.0,106.65,0.02,1.0196125,300.0,23,2013-06-04,2014-03-31,0.17721800000000001,575.6022
145617,1631.38,1625.0,92.55000000000001,0.02,1.003926153846154,300.0,23,2013-06-04,2014-03-31,0.17277,579.2869999999999
145618,1631.38,1650.0,79.15,0.02,0.9887151515151515,300.0,23,2013-06-04,2014-03-31,0.16786900000000002,576.9396
145619,1631.38,1675.0,67.05,0.02,0.9739582089552239,300.0,23,2013-06-04,2014-03-31,0.163469,567.9532
145620,1631.38,1700.0,56.05,0.02,0.9596352941176471,300.0,23,2013-06-04,2014-03-31,0.159161,551.914
145621,1631.38,1725.0,46.45,0.02,0.9457275362318841,300.0,23,2013-06-04,2014-03-31,0.155467,529.0928
145622,1631.38,1750.0,37.85,0.02,0.932217142857143,300.0,23,2013-06-04,2014-03-31,0.15166500000000002,499.3971
145623,1631.38,1775.0,30.55,0.02,0.919087323943662,300.0,23,2013-06-04,2014-03-31,0.148397,464.2431
145624,1631.38,1800.0,24.45,0.02,0.9063222222222223,300.0,23,2013-06-04,2014-03-31,0.14563399999999999,425.1104
147221,1608.9,1490.0,121.9,0.02,1.079798657718121,30.0,23,2013-06-05,2013-07-05,0.22149000000000002,83.96401
154737,1612.52,1620.0,26.2,0.02,0.9953827160493827,30.0,24,2013-06-12,2013-07-12,0.16994,180.0842
159423,1651.81,1710.0,11.45,0.02,0.9659707602339181,60.0,25,2013-06-18,2013-08-17,0.127545,203.3599
161872,1588.19,1615.0,19.15,0.02,0.9833993808049536,30.0,25,2013-06-20,2013-07-20,0.178503,165.2608
165073,1573.09,1450.0,155.9,0.02,1.0848896551724136,180.0,26,2013-06-24,2013-12-21,0.21634,370.9077
165074,1573.09,1460.0,148.3,0.02,1.077458904109589,180.0,26,2013-06-24,2013-12-21,0.21342600000000003,379.1132
165075,1573.09,1475.0,137.25,0.02,1.0665016949152542,180.0,26,2013-06-24,2013-12-21,0.209366,390.9039
165077,1573.09,1500.0,119.4,0.02,1.0487266666666666,180.0,26,2013-06-24,2013-12-21,0.20233199999999998,408.3091
165078,1573.09,1525.0,102.44999999999999,0.02,1.031534426229508,180.0,26,2013-06-24,2013-12-21,0.195249,422.0959
165079,1573.09,1550.0,86.6,0.02,1.0148967741935484,180.0,26,2013-06-24,2013-12-21,0.18834,431.0763
165080,1573.09,1575.0,71.85,0.02,0.9987873015873016,180.0,26,2013-06-24,2013-12-21,0.181348,433.9402
165081,1573.09,1580.0,69.05,0.02,0.995626582278481,180.0,26,2013-06-24,2013-12-21,0.17995899999999998,433.6623
165082,1573.09,1585.0,66.25,0.02,0.9924858044164038,180.0,26,2013-06-24,2013-12-21,0.178453,433.0729
165083,1573.09,1590.0,63.599999999999994,0.02,0.9893647798742138,180.0,26,2013-06-24,2013-12-21,0.177174,432.1721
165084,1573.09,1595.0,61.0,0.02,0.9862633228840125,180.0,26,2013-06-24,2013-12-21,0.17589100000000002,430.9473
165085,1573.09,1600.0,58.4,0.02,0.9831812499999999,180.0,26,2013-06-24,2013-12-21,0.174484,429.3787
165086,1573.09,1625.0,46.349999999999994,0.02,0.9680553846153845,180.0,26,2013-06-24,2013-12-21,0.167751,416.2411
165087,1573.09,1650.0,35.85,0.02,0.9533878787878788,180.0,26,2013-06-24,2013-12-21,0.161328,393.8592
165088,1573.09,1655.0,33.85,0.02,0.9505075528700906,180.0,26,2013-06-24,2013-12-21,0.159849,388.10900000000004
165089,1573.09,1660.0,32.0,0.02,0.947644578313253,180.0,26,2013-06-24,2013-12-21,0.158602,382.1211
165090,1573.09,1665.0,30.15,0.02,0.9447987987987988,180.0,26,2013-06-24,2013-12-21,0.157197,375.6306
165091,1573.09,1670.0,28.450000000000003,0.02,0.9419700598802395,180.0,26,2013-06-24,2013-12-21,0.156033,368.9659
165092,1573.09,1675.0,26.8,0.02,0.9391582089552238,180.0,26,2013-06-24,2013-12-21,0.154847,361.9314
165093,1573.09,1680.0,25.25,0.02,0.9363630952380952,180.0,26,2013-06-24,2013-12-21,0.153778,354.6819
165094,1573.09,1685.0,23.65,0.02,0.9335845697329377,180.0,26,2013-06-24,2013-12-21,0.152401,346.7583
165095,1573.09,1690.0,22.15,0.02,0.9308224852071005,180.0,26,2013-06-24,2013-12-21,0.15114,338.6238
165096,1573.09,1695.0,20.8,0.02,0.9280766961651917,180.0,26,2013-06-24,2013-12-21,0.150154,330.5435
165097,1573.09,1700.0,19.4,0.02,0.9253470588235294,180.0,26,2013-06-24,2013-12-21,0.148844,321.7326
165098,1573.09,1705.0,18.049999999999997,0.02,0.9226334310850439,180.0,26,2013-06-24,2013-12-21,0.147505,312.5726
165099,1573.09,1710.0,16.8,0.02,0.9199356725146198,180.0,26,2013-06-24,2013-12-21,0.146299,303.3444
165100,1573.09,1715.0,15.649999999999999,0.02,0.9172536443148688,180.0,26,2013-06-24,2013-12-21,0.145241,294.1314
165101,1573.09,1720.0,14.55,0.02,0.9145872093023255,180.0,26,2013-06-24,2013-12-21,0.144172,284.702
165102,1573.09,1725.0,13.5,0.02,0.9119362318840579,180.0,26,2013-06-24,2013-12-21,0.143095,275.0785
165103,1573.09,1730.0,12.5,0.02,0.909300578034682,180.0,26,2013-06-24,2013-12-21,0.142011,265.2857
165104,1573.09,1735.0,11.55,0.02,0.9066801152737751,180.0,26,2013-06-24,2013-12-21,0.140923,255.3521
165105,1573.09,1740.0,10.65,0.02,0.9040747126436781,180.0,26,2013-06-24,2013-12-21,0.13983399999999999,245.3095
